search_term,tipo_gasto,grupo,categoria,subcategoria
0001 CAPRICHO A TOA SE,Need to check,Need to check,Need to check,Need to check
01166380ADRIANA,Need to check,Need to check,Need to check,Need to check
1A99,Need to check,Need to check,Need to check,Need to check
22535406CARLA,Need to check,Need to check,Need to check,Need to check
27 447 202 WEVERTON AI,Essencial,Custo de vida,Saude & Bem-estar,Barbeiro
28544394GABRIELA,Need to check,Need to check,Need to check,Need to check
2L-COMERCIO DE PRODUTO,Need to check,Need to check,Need to check,Need to check
3752 DROGASIL,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
3753 DROGASIL,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
3753DROGASIL,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
3845 - GRSA AMIGO,Need to check,Need to check,Need to check,Need to check
40228499DANIEL,Need to check,Need to check,Need to check,Need to check
4033   SAMS BAURU,Essencial,Custo de vida,Alimento - Mercado,Mercado
4033 - SAMS BAURU,Essencial,Custo de vida,Alimento - Mercado,Mercado
430 GRADI BAURU,Variável,Custo de vida,Alimentação,Restaurante
48023442LARISSA,Need to check,Need to check,Need to check,Need to check
48961851 PAULO ROBERTO,Need to check,Need to check,Need to check,Need to check
50740645LUIZ,Need to check,Need to check,Need to check,Need to check
52610131KARINA,Need to check,Need to check,Need to check,Need to check
53040690LAURENI,Need to check,Need to check,Need to check,Need to check
54906168JOICE,Need to check,Need to check,Need to check,Need to check
56928169DANIEL,Need to check,Need to check,Need to check,Need to check
58395595YASMIN,Need to check,Need to check,Need to check,Need to check
59761555ROSANGELA,Need to check,Need to check,Need to check,Need to check
60821770EDINEIA,Need to check,Need to check,Need to check,Need to check
9049  GRSA BOBS BARRA,Variável,Lazer,Alimentação,Bar
99* 99INAPPPAYMENTCAPT,Need to check,Need to check,Need to check,Need to check
99APP       *99APP,Need to check,Need to check,Need to check,Need to check
99* POP 10ABR 16H34MIN,Need to check,Need to check,Need to check,Need to check
AAI     AAI IPIRANGA,Essencial,Custo de vida,Transporte,Abastecimento
ABASTEC AAI IPIRANGA,Essencial,Custo de vida,Transporte,Abastecimento
ABASTEC ABASTECE AI,Essencial,Custo de vida,Transporte,Abastecimento
ABASTEC*ABASTECE AI,Essencial,Custo de vida,Transporte,Abastecimento
ABASTECEAI   IPIRANGA,Essencial,Custo de vida,Transporte,Abastecimento
ABUELITA SALGADOS,Variável,Custo de vida,Alimento - externo,Restaurante
ACADEMIA CROSS M 8 LT,Variável,Custo de vida,Bem-estar,Crossfit
ACAI DA BARRA,Variável,Lazer,Alimentação,Restaurante
ACAIDABARRA,Variável,Lazer,Alimentação,Restaurante
ACAI ROSA DE SARON,Variável,Lazer,Alimentação,Restaurante
A C MATTOS DA CUNHA,Need to check,Need to check,Need to check,Need to check
ACOUGUE PARIS 3,Essencial,Custo de vida,Alimento - mercado,Açougue
ACQ ANTONIO FAUSTO DE,Need to check,Need to check,Need to check,Need to check
ADHEMAR DO CARMO SALGA,Need to check,Need to check,Need to check,Need to check
ADIQPLU DARK STORE PAR,Need to check,Need to check,Need to check,Need to check
AGRO SOLO,Variável,Custo de vida,Moradia,Manutenção
AIRBNB * HM2P4HP5YZ,Variável,Lazer,Viagem,Estadia
AIRBNB * HMX9ZDYTNQ,Variável,Lazer,Viagem,Estadia
ALAMEDA STORE,Variável,Lazer,Alimentação,Restaurante
ALEMAO PNEUS,Essencial,Custo de vida,Transporte,Manutenção
ALESSANDRAYURIKA,Need to check,Need to check,Need to check,Need to check
ALEXANDRE MACOTO KUMAG,Need to check,Need to check,Need to check,Need to check
ALEXANDRO JOSE PAVARIN,Need to check,Need to check,Need to check,Need to check
ALEX EXPRESS,Variável,Custo de vida,Alimentação - externo,Restaurante
ALEX RESTAURANTE,Variável,Custo de vida,Alimentação - externo,Restaurante
ALIEXPRESS,Need to check,Need to check,Need to check,Need to check
ALLIANZ SEGU*05 DE 10,Essencial,Custo de vida,Transporte,Seguro
ALLIANZ SEGU*08 DE 10,Essencial,Custo de vida,Transporte,Seguro
ALLIANZ SEGU*09 DE 10,Essencial,Custo de vida,Transporte,Seguro
ALLIANZ SEGU*10 DE 10,Essencial,Custo de vida,Transporte,Seguro
ALLIANZ SEGU*1 DE 10,Essencial,Custo de vida,Transporte,Seguro
ALLIANZ SEGUROS S/A,Essencial,Custo de vida,Transporte,Seguro
AMAZON BR,Variável,Custo de vida,Moradia,Compra online
AMAZON COM BR,Variável,Custo de vida,Moradia,Compra online
AMAZON COM BR DIGITAL,Variável,Custo de vida,Moradia,Compra online
AMAZON MARKETPLACE,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*CARLOSFER,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*CLEIDIOMA,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*COMERCIAL,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*COMERCIOE,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*FABISHOPL,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*MARIANAMA,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*MERCADOME,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*MLOMAZICA,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*NOGORACOM,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*SPEEDTHAI,Variável,Custo de vida,Moradia,Compra online
AMAZONMKTPLC*WEBMUSICS,Variável,Custo de vida,Moradia,Compra online
AMAZONPRIMEBR,Variável,Lazer,Moradia,Streaming
AMAZON PRIME CANAIS,Variável,Lazer,Moradia,Streaming
AMERICANAS COM,Variável,Custo de vida,Moradia,Compra online
AMERICANAS   GLS CABAN,Variável,Custo de vida,Moradia,Compra online
AMERICANAS   OLIST STO,Variável,Custo de vida,Moradia,Compra online
AMERICAN CORNER ESCOLA,Essencial,Custo de vida,Conhecimento,Ingles
AME*SHOPTIME.COM.BR,Variável,Custo de vida,Moradia,Utensílios
AMEZAIKKU,Need to check,Need to check,Need to check,Need to check
AMOBELEZA   *AMOBELEZA,Variável,Custo de vida,Bem-estar,Produtos de beleza
AM/PM UNIVERSITARIA,Variável,Custo de vida,Alimento - externo,Padaria
ANA,Need to check,Need to check,Need to check,Need to check
ANA MARIA CASTELANI,Need to check,Need to check,Need to check,Need to check
ANAPAULARODRIGUES,Need to check,Need to check,Need to check,Need to check
A NARDO MACHADO,Need to check,Need to check,Need to check,Need to check
A. NARDO MACHADO,Need to check,Need to check,Need to check,Need to check
ANA TEREZA DE LIMA KO,Need to check,Need to check,Need to check,Need to check
ANDREA,Need to check,Need to check,Need to check,Need to check
ANDREAAPARECIDADA,Need to check,Need to check,Need to check,Need to check
ANDRE VALERIO RINO,Need to check,Need to check,Need to check,Need to check
ANPGDNE,Need to check,Need to check,Need to check,Need to check
ANTONIOCESARDE,Need to check,Need to check,Need to check,Need to check
APALOOSA,Variável,Custo de vida,Alimento - externo,Restaurante
APALOOSAS,Variável,Custo de vida,Alimento - externo,Restaurante
APARECIDA DA CONCEICAO,Need to check,Need to check,Need to check,Need to check
APP    *MARTINSFONTEP,Need to check,Need to check,Need to check,Need to check
APP*MUSCLEBOSS 18,Variável,Custo de vida,Alimentação,Mercado
APP*PRACASA30119 30119,Need to check,Need to check,Need to check,Need to check
ARMAZEMDACERVEJA,Variáveis,Custo de vida,Alimento - externo,Restaurante
ARRIBA COCINA MEXICANA,Variável,Lazer,Alimentação,Restaurante
ASSADOS GRILL,Variável,Custo de vida,Alimento - externo,Restaurante
ASSISTEC,Need to check,Need to check,Need to check,Need to check
ATACASA UTILIDADES,Variáveis,Custo de vida,moradia,Utensílios
ATHENA GABRIEL VAZ,Need to check,Need to check,Need to check,Need to check
AUTO POSTO ALAMEDA,Essencial,Custo de vida,Transporte,Abastecimento
AUTO POSTO JARDIM DAS,Essencial,Custo de vida,Transporte,Abastecimento
BABY CARE STORE,Variável,Custo de vida,Vestuário,Roupa
BANZAI,Variável,Lazer,Alimentação,Restaurante
BAR AERO CLUB BAURU,Variável,Lazer,Alimentação,Bar
BAR AERO CLUBE BAURU,Variável,Lazer,Alimentação,Bar
BARBEARIA DAVID RAMALH,Variável,Lazer,Alimentação,Bar
BAR DA ROSA,Variável,Lazer,Alimentação,Bar
BAR DE PRAIA E RESTAUR,Variável,Custo de vida,Alimento - externo,Restaurante
BAURU,Need to check,Need to check,Need to check,Need to check
BAURUCEL EBL,Variável,Custo de vida,moradia,Manutenção
BAURU FORMULAS,Essencial,Custo de vida,Saude & Bem-estar,Medicamento
BAURU HAMBURGUERS LTDA,Variável,Lazer,Alimentação,Restaurante
BAURUINFO COMERCIAL,Variáveis,Custo de vida,moradia,Utensílios
BAURU JUMP,Variáveis,Lazer,Festa & presentes,Presente
BAURU LIFE,Variáveis,Custo de vida,Alimento - externo,Restaurante
BAURU REST  LANCH,Variáveis,Custo de vida,Alimento - externo,Restaurante
BAURU TEXTIL TECIDOS E,Variável,Custo de vida,Vestuário,Roupa
BAURUTOYS BRINQUEDOS,Variáveis,Lazer,Festa,Presente
BAYARD ESPORTES,Variável,Custo de vida,Vestuário,Roupas
BEACHBURGER,Variável,Lazer,Alimentação,Restaurante
BEATRIZVITORIADAS,Need to check,Need to check,Need to check,Need to check
BELA FLOR FLORICULTURA,Variáveis,Lazer,Festa,Presente
BENDITA S PRESENTES,Variáveis,Lazer,Festa,Presente
BENEDETTO GELATERIA,Variável,Lazer,Alimentação,Restaurante
BERBELLA LTDA,Variável,Custo de vida,Vestuário,Roupas
BERLIN  EMDURB,Essencial,Custo de vida,Transporte,Estacionamento
BERLIN *EMDURB,Essencial,Custo de vida,Transporte,Estacionamento
BERLINF AC SHOPPING CE,Essencial,Custo de vida,Transporte,Estacionamento
BERLINF*AC SHOPPING CE,Essencial,Custo de vida,Transporte,Estacionamento
BIGOTOCIA,Need to check,Need to check,Need to check,Need to check
BIGOTO CIA RESTAURANTE,Variável,Custo de vida,Alimento - externo,Restaurante
BIKE SHOP BAURU COMERC,Variável,Lazer,Bem-estar,Manutenção
BILHETERIADIGITAL,Variável,Lazer,Bem-estar,Show
BIOLAB,Essencial,Custo de vida,Saude & Bem-estar,Medicamento
BK BRASIL,Variável,Lazer,Alimentação,Restaurante
BLUE TREE TH BLUETREEL,Variável,Lazer,Viagem,Estadia
BLUE TREE THERMAS DE L,Variável,Lazer,Viagem,Estadia
BONGO FR2 RESTAURANTE,Variável,Custo de vida,Alimento - externo,Restaurante
BORELLI SHOPPING,Variável,Lazer,Alimentação,Restaurante
BOULEVARD SANDALIAS CO,Variável,Custo de vida,Vestuário,Roupa
BOULEVARDSHOPPING,Essencial,Custo de vida,Transporte,Estacionamento
BPG MARISA*MARISA,Variável,Custo de vida,Vestuário,Roupas
BPS MARIA APARECIDA PA,Need to check,Need to check,Need to check,Need to check
BQD BAURU SHOPPING,Need to check,Need to check,Need to check,Need to check
BR1*ROCKETSEAT,Variável,Custo de vida,Conhecimento,Rocketseat
BRADESCO AUTO RE,Need to check,Need to check,Need to check,Need to check
BRAGADHINGRESSOS,Need to check,Need to check,Need to check,Need to check
BRASIL CACAU BAURU SHO,Variável,Lazer,Alimentação,Restaurante
BRASTEMP E REDE,Variável,Custo de vida,Moradia,Utensílios
BRAZILLIS RESTAURANTE,Variável,Custo de vida,Alimento - externo,Restaurante
BRINKEKA,Variável,Custo de vida,Presente & Festa,Presente
BRIN Q BRINQUEDOS E PR,Variável,Custo de vida,Presente & Festa,Presente
BRITANIA ELETRONICOS S,Variável,Lazer,Bem-estar,Show
BROOKS HAMBURGUERIA GO,Variável,Lazer,Alimentação,Restaurante
BROSCO GELATERIA LTDA,Variáveis,Custo de vida,Alimento - externo,Restaurante
BROUX EXPRESS,Need to check,Need to check,Need to check,Need to check
BRS*SHEINCOM,Variável,Custo de vida,Vestuário,Roupas
BRUNO MARTINS CONTI 3,Need to check,Need to check,Need to check,Need to check
BSN COMERCIO DE ALIMEN,Variáveis,Custo de vida,Alimento - externo,Restaurante
BUBBLE TEA BAURU,Variável,Custo de vida,Alimentação,Restaurante
BUONA FORTUNA PIZZARIA,Variáveis,Custo de vida,Alimento - externo,Restaurante
BURGER 21,Variável,Lazer,Alimentação,Restaurante
BURGER KING,Variável,Lazer,Alimentação,Restaurante
BURGER KING APP,Variável,Lazer,Alimentação,Restaurante
BURGUER 21,Variável,Lazer,Alimentação,Restaurante
BURGUESINHA BAURU,Variável,Custo de vida,Vestuário,Roupa
BWL ALIMENTOS LTDA EPP,Variável,Custo de vida,Alimentação,Restaurante
CACAU SHOW,Variável,Lazer,Alimentação,Restaurante
CAFE E TAL,Variável,Lazer,Alimentação,Restaurante
CAIXA RODOVIARIA EMDUR,Essencial,Custo de vida,Transporte,Estacionamento
CAMARAO E CIA,Variável,Lazer,Alimentação,Restaurante
CANARIO BEBIDAS 2,Variável,Lazer,Alimentação,Restaurante
CANDYSHOPLTDA,Variável,Custo de vida,Alimentação,Restaurante
CAPANNORI PIZZARIA,Variável,Lazer,Alimentação,Restaurante
CAPPTA *PEREZ & CONCON,Variável,Lazer,Alimentação,Restaurante
CARLOS HENRIQUE,Need to check,Need to check,Need to check,Need to check
CARREFOUR SAMS BAURU 1,Essencial,Custo de vida,Alimento - Mercado,Mercado
CASA BRASILIS,Variável,Lazer,Alimentação,Restaurante
CASA BRAZILLIS,Variável,Lazer,Alimentação,Restaurante
CASA BUENO,Need to check,Need to check,Need to check,Need to check
CASA BURGO,Variável,Custo de vida,Vestuaŕio,Roupa
CASA DA ALFACE,Variável,Lazer,Alimentação,Restaurante
CASA DO BISCOITO BAURU,Variável,Custo de vida,Alimento,Mercado
CASA DO BISCOITO DE BA,Variável,Custo de vida,Alimento,Mercado
CASA DO QUEIJO QUILOMB,Variável,Lazer,Alimentação,Restaurante
CASA DO SALGADO,Variável,Custo de vida,Alimento - externo,Restaurante
CASARAO DA PICANHA,Variável,Lazer,Alimentação,Restaurante
CASARAO DO QUEIJO,Variável,Lazer,Alimentação,Restaurante
CASASBAHIA,Variável,Custo de vida,Moradia,Utensílios
CASAS PERNANBUCANAS,Variável,Custo de vida,Moradia,"Cama, Mesa e Banho"
CASTELANI RESTAURANTE,Variável,Custo de vida,Alimento - externo,Restaurante
CATARINAFEST,Variável,Custo de vida,Vestuário,Roupas
CAT RAPHAEL NOSCHESE B,Need to check,Need to check,Need to check,Need to check
CDB CENTRO DE DIAGNOS,Essencial,Custo de vida,Saúde,Exames
CEA,Variável,Custo de vida,Vestuário,Roupa
CEA BAU 383 ECPC,Variável,Custo de vida,Vestuário,Roupa
CEC CASA E CONST BAURU,Variável,Custo de vida,Moradia,Utensílios
CENTAURO,Variável,Custo de vida,Vestuário,Roupa
CENTAURO COM BR,Variável,Custo de vida,Vestuário,Roupa
CENTRO DE ATIVIDADES-,Need to check,Need to check,Need to check,Need to check
C F M TEIXEIRA BO,Need to check,Need to check,Need to check,Need to check
CHAVEIRO DESTAK,Variável,Custo de vida,Moradia,Utensílios
CHEN XU BO LANCHONETE,Variável,Custo de vida,Alimentação,Restaurante
CHIQUINHO B  SHOPPING,Variável,Lazer,Alimentação,Restaurante
CHOCODUQUE COMERCIO D,Variável,Lazer,Alimentação,Restaurante
CHOCOLATES RIO BRANCO,Variável,Lazer,Alimentação,Restaurante
CHOCONACOES,Variável,Lazer,Alimentação,Restaurante
CHURROS BRASIL.,Variável,Lazer,Alimentação,Restaurante
CIA DA TOSA,Variável,Custo de vida,Moradia,Petshop
CLINICA DENTISTA POVO,Essencial,Custo de vida,Saúde,Dentista
CLUBE CULTURAL NIPO BR,Variável,Custo de vida,Alimentação,Restaurante
CLUBE MELISSA BAURU SH,Variável,Custo de vida,Vestuaŕio,Calçado
COBAR BAURU,Variável,Custo de vida,Moradia,Utensílios
COBASI BAURU,Variável,Custo de vida,Moradia,Utensílios
COISA BOA DO CHEFE MOA,Variável,Lazer,Alimentação,Restaurante
COMANDANTE HAMBURGUERI,Variável,Lazer,Alimentação,Restaurante
COMERCIAL MARUKAI LTDA,Variável,Lazer,Alimentação,Restaurante
COMIDA DE BOTECO,Variável,Lazer,Alimentação,Restaurante
COMNACHOS,Variável,Lazer,Alimentação,Restaurante
CONFIANCA CASTELO,Essencial,Custo de vida,Alimento - Mercado,Mercado
CONFIANCA DE*CONFIANCA,Essencial,Custo de vida,Alimento - Mercado,Mercado
CONFIANCA FLEX,Essencial,Custo de vida,Alimento - Mercado,Mercado
CONFIANCA FLEX DELIVER,Essencial,Custo de vida,Alimento - Mercado,Mercado
CONFIANCA MAX,Essencial,Custo de vida,Alimento - Mercado,Mercado
CONFIANCA NACOES,Essencial,Custo de vida,Alimento - Mercado,Mercado
CONFIANCA PEDERNEIRAS,Essencial,Custo de vida,Alimento - Mercado,Mercado
CONVENIENCIA,Variável,Lazer,Alimentação,Restaurante
CONVIVIO,Variáveis,Custo de vida,Alimento - externo,Restaurante
CRISTIANE APARECIDA Y,Need to check,Need to check,Need to check,Need to check
CRISTINAMOLERO,Need to check,Need to check,Need to check,Need to check
CROCODILLO,Variável,Custo de vida,Alimento,Mercado
CROOCODILO,Variável,Custo de vida,Alimento,Mercado
CROOCODILO M GOURMET,Variável,Custo de vida,Alimento,Mercado
"CURSOR, AI POWERED IDE NE",Variável,Custo de vida,Estudo & Conhecimento,Ferramentas AI
DAFITI  4576109696,Variável,Custo de vida,Vestuário,Roupa
DAFITI *4582361692,Variável,Custo de vida,Vestuário,Roupa
DAFITI *4582541864,Variável,Custo de vida,Vestuário,Roupa
DAFITI *4590282378,Variável,Custo de vida,Vestuário,Roupa
DAFITI *4598099640,Variável,Custo de vida,Vestuário,Roupa
DAFITI*4601194231,Variável,Custo de vida,Vestuário,Roupa
DAFITI*4601320818,Variável,Custo de vida,Vestuário,Roupa
DAFITI*4603135297,Variável,Custo de vida,Vestuário,Roupa
DAFITI*4604441922,Variável,Custo de vida,Vestuário,Roupa
DAFITI  CRISTIANE SARD,Variável,Custo de vida,Vestuário,Roupa
DAFITI  DAFITI  457565,Variável,Custo de vida,Vestuário,Roupa
DAFITI *JOSE BARRETO,Variável,Lazer,Alimentação,Bar
DAFITI  MICHEL CHUNG,Variável,Custo de vida,Vestuário,Roupa
DAFITI *MOACYR JOSE M,Variável,Custo de vida,Vestuário,Roupa
DAI ITI,Essenciais,Custo de vida,Alimento,Mercado
DAISO LJ 3121 E 3122,Essenciais,Custo de vida,Alimento,Mercado
DALTONHERMINIO,Need to check,Need to check,Need to check,Need to check
DANIELTOSHIO,Need to check,Need to check,Need to check,Need to check
DANTASSORVETES,Variável,Lazer,Alimentação,Restaurante
DANUS BOULEVARD GD,Need to check,Need to check,Need to check,Need to check
DARLENE NASCIMENTO,Need to check,Need to check,Need to check,Need to check
DAUNS BAURU SHOPPING,Variável,Lazer,Alimentação,Restaurante
DELICIASDAMAMA,Variável,Lazer,Alimentação,Restaurante
DELLA LUNA,Variável,Custo de vida,Vestuário,Roupa
DENTAL ORTO,Essencial,Custo de vida,Saúde,Utensílios
DENTAL ORTO LINE COME,Essencial,Custo de vida,Saúde,Utensílios
DIGITAL COPY CENTER,Variável,Custo de vida,Documentos,Cópia
DIGITAL FLEX BAURU,Variável,Custo de vida,Documentos,Cópia
DIG MAX,Variável,Custo de vida,Documentos,Cópia
DIG NACOES,Need to check,Need to check,Need to check,Need to check
DISKUNIVERSITARIA,Variável,Lazer,Alimentação,Bar
DL*ALIPAY MAGAZI,Need to check,Need to check,Need to check,Need to check
DL          *UBERRIDES,Need to check,Need to check,Need to check,Need to check
DL*UBERRIDES,Variável,Custo de vida,Transporte,Motorista de App
DM  BRAINLY 27 09,Variável,Custo de vida,Estudo & Conhecimento,Ferramentas AI
DM *OPEN ENGLISH BR,Variável,Custo de vida,Estudo & Conhecimento,Ingles
DM*SUPERPROF PASSE ALU,Need to check,Need to check,Need to check,Need to check
DM*SUPERPROF PASSELEVE,Need to check,Need to check,Need to check,Need to check
DM  UDEMY,Variável,Custo de vida,Estudo & Conhecimento,Curso
DM UDEMY,Variável,Custo de vida,Estudo & Conhecimento,Curso
DM*UDEMY,Variável,Custo de vida,Estudo & Conhecimento,Curso
DOCE MOMENTO E CASCA D,Variável,Lazer,Alimentação,Restaurante
DOCERIA NOBRE,Variável,Lazer,Alimentação,Restaurante
DOCES DA FEIRA,Variável,Lazer,Alimentação,Restaurante
DOGKEBI,Variável,Custo de vida,Alimentação,Restaurante
DOM MARINO BAURU PIZZA,Variável,Lazer,Alimentação,Restaurante
DOM PIMENTA,Variável,Lazer,Alimentação,Restaurante
DONA BAUNILHA,Variável,Lazer,Alimentação,Padaria
DONA BRANCA GETULIO,Variável,Lazer,Alimentação,Restaurante
DONAROCHOCOLATE,Variável,Lazer,Alimentação,Restaurante
DONA SANTA PADARIA,Variável,Lazer,Alimentação,Padaria
DON PABLITO,Variável,Lazer,Alimentação,Restaurante
DPEN,Need to check,Need to check,Need to check,Need to check
DRASTOSASPOR*DRASTOSA,Need to check,Need to check,Need to check,Need to check
DROGALAR,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGAL BAURU II,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGAL BAURU V,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGAL *DROGAL ECOMM,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGALIS RIVIERA,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGAL PIRAC*DROGAL EC,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGAL SANTA GERTRUDES,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGARIA CATEDRAL LTD,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGARIA NACOES FARMA,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGARIA ONL,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGARIA ONL*DROGARIA,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGARIA ONLINE,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGARIARDSAUDE,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGARIA RDS*DROGARIA,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGARIA RDS*RD SAUDE,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGARIA_SP DROGARIASP,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGASIL 1268,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGASIL1268,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGASIL1633,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGASIL2038,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DROGASIL 3753,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
DU CHEFF KREPERIA,Variável,Lazer,Alimentação,Restaurante
EAPRODUCAOE,Need to check,Need to check,Need to check,Need to check
EA PRODUCAO E EVENTOS,Need to check,Need to check,Need to check,Need to check
EBANX*SONYPLAYSTATN,Variável,Lazer,Videogame,PS5 Store
EBN*SONYPLAYS,Variável,Lazer,Videogame,PS5 Store
EBN    *SONYPLAYSTATN,Variável,Lazer,Videogame,PS5 Store
EBN*SONYPLAYSTATN,Variável,Lazer,Videogame,PS5 Store
EC  ALIPAYBRASIL,Need to check,Need to check,Need to check,Need to check
EC*DELIRIYOU,Variável,Custo de vida,Vestuário,Roupa
EC*INSIDERSTORE,Variável,Custo de vida,Vestuário,Roupa
EC     *LIVRARIAFLORE,Variável,Lazer,Estudo & Conhecimento,Livros
E-COM HERING,Variável,Custo de vida,Vestuário,Roupa
ECOMMERCE UNDER ARMOUR,Variável,Custo de vida,Vestuário,Roupa
E-COM OUTLET,Variável,Custo de vida,Vestuário,Roupa
EC     *PICHAUINFORMA,Variável,Custo de vida,Moradia,Utensílios
EC *SHELLBOX,Essencial,Custo de vida,Tranporte,Combustível
EC SHELLBOX,Essencial,Custo de vida,Tranporte,Combustível
EDILENE BARBOZA PETRU,Variável,Lazer,Alimentação,Bar
EDITORA E DIST EDUCACI,Essencial,Custo de vida,Estudo & Conhecimento,Livros
EDITORA SESI  SP,Essencial,Custo de vida,Estudo & Conhecimento,Livros
EDSONLOPESHAI,Need to check,Need to check,Need to check,Need to check
EDSON MARCELO CUBA LOP,Need to check,Need to check,Need to check,Need to check
EDUARDO MITSUO KAMIA,Need to check,Need to check,Need to check,Need to check
ELEFANTINHO PREMIUM LT,Essencial,Custo de vida,Tranporte,Combustível
ELETRO GLOBO,Variável,Custo de vida,Moradia,Manutenção
ELIANAMELO,Need to check,Need to check,Need to check,Need to check
ELIZETE DOCES,Variável,Lazer,Alimentação,Restaurante
EMDURB,Essencial,Custo de vida,Transporte,Estacionamento
EMPORIO BAGGIO PRIME,Variáveis,Custo de vida,Alimentação,Mercado
EMPORIO FERRETTI,Variáveis,Custo de vida,Alimentação,Mercado
EMPORIOFERRETTI,Variáveis,Custo de vida,Alimentação,Mercado
EMPORIO PRIME,Variáveis,Custo de vida,Alimentação,Mercado
EMPORIO RODRIGUES,Variáveis,Custo de vida,Alimentação,Mercado
EMPPORIUM,Variáveis,Custo de vida,Alimentação,Mercado
EMPPORIUM TATUAGEM E P,Need to check,Need to check,Need to check,Need to check
EMPRIO COCO MANIA BAUR,Variável,Custo de vida,Alimentação,Restaurante
ENCANTO FANTASIAS,Variável,Custo de vida,Vestuário,Roupa
ENJUPAY*ANA LUIZA GOME,Need to check,Need to check,Need to check,Need to check
ENJUPAY*GIULIA MEIRA G,Need to check,Need to check,Need to check,Need to check
ENJUPAY*REGINA MIRANDA,Need to check,Need to check,Need to check,Need to check
EQUIPEGUINAF,Need to check,Need to check,Need to check,Need to check
E REDE GRUPO NINJA,Variável,Lazer,Presente,Equipamento
ERIKA KARINE DA COSTA,Need to check,Need to check,Need to check,Need to check
ESMERALDA CONVENIENC,Variáveis,Custo de vida,Alimentação,Mercado
ESPETINHODEF,Variável,Lazer,Alimentação,Restaurante
ESPETINHODOREI,Variável,Lazer,Alimentação,Restaurante
ESQUINA DO HERBIE,Variáveis,Custo de vida,Alimentação,Restaurante
ESTACAO BAURU DE ALIME,Variáveis,Custo de vida,Alimentação,Restaurante
EVENTOS,Need to check,Need to check,Need to check,Need to check
EVER GREEN,Need to check,Need to check,Need to check,Need to check
EXPEDIA DO BRASIL AGEN,Need to check,Need to check,Need to check,Need to check
FABI GOURMET,Variável,Lazer,Alimentação,Restaurante
FANTASIA BRINQUEDOS L,Variáveis,Lazer,Festa,Brinquedo
FARMACIA E DROGARIA NI,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
FARMACIA NISSEI,Essenciais,Custo de vida,Saúde & Bem-estar,Medicamento
FARMACIAS PA*1163,Essenciais,Custo de vida,Saúde & Bem-estar,Medicamento
FARMACIAS PA*643,Essenciais,Custo de vida,Saúde & Bem-estar,Medicamento
FARMACIAS PA*650,Essenciais,Custo de vida,Saúde & Bem-estar,Medicamento
FARMACIA UNIMED,Essenciais,Custo de vida,Saúde & Bem-estar,Medicamento
FARMASUL,Essenciais,Custo de vida,Saúde & Bem-estar,Medicamento
F E  BASSETTO PNEUS E,Essencial,Custo de vida,Transporte,manutenção
FERGAS GAS E AGUA,Essencial,Custo de vida,Moradia,Gás
F F DALLAQUA PIZZARIA,Variável,Custo de vida,Alimentação,Restaurante
FILIAL BURGER KING FS,Variável,Lazer,Alimentação,Restaurante
FISIA NIKE ECOMMER,Variável,Custo de vida,Vestuário,Roupa
FITONATUREZA FARMACIA,Essenciais,Custo de vida,Saúde & Bem-estar,Medicamento
FIU FIU BATATAS,Variável,Lazer,Alimentação,Restaurante
